Argument ID	Conclusion	Stance	Premise
A94	we have three that take care, out of them, to direct new experiments, of a higher light, more penetrating into nature than the former		
A95	We have three others that do execute the experiments so directed		
A96	for the good of other nations		
A97	for the good of other nation		
A98	for the good of other natio		
A99	E qui sta anco un libro in lettere d'oro di cose importantissime.		
A102	Sapienza		
A109	tra loro non possono donarsi cosa alcuna, perché tutto hanno del commune, e molto guardano gli offiziali, che nullo abbia più che merita. Però quanto è bisogno tutti l'hanno. E l'amico si conosce tra loro nelle guerre, nell'infirmità, nelle scienze, dove s'aiutano e s'insegnano l'un l'altro. E tutti li gioveni s'appellan frati e quei che son quindici anni più di loro, padri, e quindici meno figli. E poi vi stanno l'offiziali a tutte cose attenti, che nullo possa all'altro far torto nella fratellanza.		
A111	bugia, che abborriscono più che la peste;		
A112	non sendo tra loro latrocini, né assassinii, né stupri ed incesti, adultèri, delli quali noi ci accusamo		
A113	Giustizia		
A114	Verità		
A115	di questi rei per pena son privati della mensa commune, o del commerzio delle donne, e d'alcuni onori, finché pare al giudice, per ammendarli.		
A121	han potestà di battere o far battere da altri li negligenti e disobedienti,		
A122	notano ognuno ed ognuna in che esercizio meglio riesce.		
A125	Gli offiziali hanno la miglior parte; questi mandano spesso della loro a tavola a chi più si ha fatto onore la mattina nelle lezioni e dispute di scienze ed armi, e questo si stima per grande onore e favore.		
A126	Hanno in tutte le piazze delli gironi le lor fontane, che tirano l'acque dal fondo solo con muover un legno, onde esse spicciano per li canali.		
A127	Negli atri di fuora son orologi di sole e di squille per tutti i gironi, e banderuole per saper i venti.		
A131	Il che non può avvenire al nostro Sole, perché non può arrivare a tante scienze chi non è scaltro d'ingegno ad ogni cosa, onde è sempre attivissimo al governo.		
A132	Ma tutti questi offiziali han d'essere filosofi, e più, ed istorici, naturalisti ed umanisti.		
A142	La superbia è tenuta per gran peccato, e si punisce un atto di superbia in quel modo che l'ha commesso.		
A143	non tengono schiavi, perché essi bastano a se stessi, anzi soverchiano.		
A154	Nell'assalti, chi prima saglie il muro ha dopo in onore una corona di gramigna con applauso militare delle donne e fanciulli. Chi aiuta il compagno ha la corona civica di quercia; chi uccide il tiranno, le spoglie opime, che porta al tempio, e si dona al Sole il cognome dell'impresa.		
A155	Ci son poi li trionfi militari ad uso di Romani, e più belli, e le supplicazioni ringraziatorie. E si presenta al tempio il capitano, e si narrano li gesti dal poeta o istorico ch'andò con lui. E 'l Principe lo corona, ed a tutti soldati fa qualche regalo ed onore, e per molti dì sono esenti dalle fatiche publiche.		
A157	Chi non aiutò l'amico o fe' atto vile, è frustato; chi fu disobediente, si mette a morire dentro a un palco di bestie con un bastone in mano, e se vince i leoni e l'orsi, che è quasi impossibile, torna in grazia.		
A158	Perdonano volentieri a' nemici e dopo la vittoria li fanno bene. Se gettano mura o vogliono occider i capi o altro danno a' vinti, tutto fanno in un giorno, e poi li fanno bene, e dicono che non si deve far guerra se non per far gli uomini buoni, non per estinguerli.		
A162	L'agricoltura è in gran stima: non ci è palmo di terra che non frutti. Osservano li venti e le stelle propizie, ed escono tutti in campo armati ad arare, seminare, zappare, metere, raccogliere, vindemmiare, con musiche, trombe e stendardi; ed ogni cosa fanno tra pochissime ore. Hanno le carra a vela, che caminano con il vento, e quando non ci è vento, una bestia tira un gran carro, bella cosa, ed han li guardiani del territorio armati, che per li campi sempre van girando. Poco usano letame all'orti ed a' campi, dicendo che li semi diventano putridi e fan vita breve, come le donne imbellettate e non belle per esercizio fanno prole fiacca. Onde né pur la terra imbellettano, ma ben l'esercitano, ed hanno gran secreti di far nascer presto e multiplicare, e non perder seme. E tengon un libro a posta di tal esercizio, che si chiama la Georgica. Una parte del territorio, quanto basta, si ara; l'altra serve per pascolo delle bestie. Or questa nobil arte di far cavalli, bovi, pecore, cani ed ogni sorte d'animali domestici è in sommo pregio appresso loro, come fu in tempo antico d'Abramo; e con modi magici li fanno venire al coito, che possan ben generare, inanzi a cavalli pinti o bovi o pecore; e non lasciano andar in campagna li stalloni con le giumente, ma li donano a tempo opportuno inanzi alle stalle di campagna. Osservano Sagittario in ascendente, con buono aspetto di Marte e Giove: per li bovi, Tauro, per le pecore, Ariete, secondo l'arte. Hanno poi mandre di galline sotto le Pleiadi e papare e anatre, guidate a pascere dalle donne con gusto loro presso alla città e li luochi, dove la sera son serrate a far il cascio e latticini, butiri e simili. Molto attendono a' caponi ed a' castrati ed al frutto, e ci è un libro di quest'arte detto la Bucolica.		
A166	navigano per conoscer genti e paesi.		
A167	Dicono che il mondo averà da riducersi a vivere come essi fanno, però cercano sempre sapere se altri vivono meglio di loro.		
A168	Hanno anche gran secreti di fuochi artifiziali per le guerre marine e terrestri, e stratagemme, che mai non restan di vincere.		
A170	Segno d'ingegno grande,		
A175	quando occorre caso ingiurioso, l'omicidio si punisce con morte, ed occhio per occhio, naso per naso si paga la pena della pariglia,		
A176	s'appella pure al Metafisico per grazia, non per giustizia, e quello può far la grazia.		
A181	tutti gli offiziali son sacerdoti, parlando delli capi, ed offizio loro è purgar le conscienze.		
A182	Talché tutti si confessano a quelli, ed essi imparano che sorti di peccati regnano.		
A188	Ma chi dice bugia in laude è punito; non si può dir poeta chi finge menzogna tra loro; e questa licenza dicono che è ruina del mondo, che toglie il premio alle virtù e lo dona altrui per paura o adulazione.		
A191	Però essi cercano assai sottilmente questo negozio, perché importa a saper la fabbrica del mondo, e se perirà e quando, e la sostanza delle stelle e chi ci sta dentro a loro.		
A196	Stanno anche molto curiosi		
A202	"""Quel che non vuoi per te non far ad altri, e quel che vuoi per te fa' tu il medesimo."""		
A204	Oh, se sapessi che cosa dicono per astrologia e per l'istessi profeti nostri ed ebrei e d'altre genti di questo secolo nostro, c'ha più storia in cento anni che non ebbe il mondo in quattro mila; e più libri si fecero in questi cento che in cinque mila: e dell'invenzioni stupende della calamita e stampe ed archibugi, gran segni dell'union del mondo; e come, stando nella triplicità quarta l'asside di Mercurio a tempo che le congiunzioni magne si faceano in Cancro, fece queste cose inventare per la Luna e Marte, che in quel segno valeno al navigar novo, novi regni e nove armi. Ma entrando l'asside di Saturno in Capricorno, e di Mercurio in Sagittario, e di Marte in Vergine, e le congiunzioni magne tornando alla triplicità prima dopo l'apparizion della stella nova in Cassiopea, sarà grande monarchia nova, e di leggi riforma e d'arti, e profeti e rinovazione. E dicono che a' cristiani questo apporterà grand'utile; ma prima si svelle e monda, poi s'edifica e pianta.		
A205	Questo sappi, c'han trovato l'arte del volare, che sola manca al mondo, ed aspettano un occhiale di veder le stelle occulte ed un oricchiale d'udir l'armonia delli moti di pianeti.		
A208	Questo si sappi, che essi tengon la libertà dell'arbitrio.		
A209	chi segue più il senso che la ragione è soggetto a loro.		
A210	le stelle nelli sensuali inchinano a quella, nelli razionali alla vera legge santa della prima Raggione, sempre laudanda.		
A211	Dimmi, di grazia, tutto quello che t'avvenne in questa navigazione.		
A215	E' la città distinta in sette gironi grandissimi, nominati dalli sette pianeti, e s'entra dall'uno all'altro per quattro strade e per quattro porte, alli quattro angoli del mondo spettanti;		
A216	la porta Tramontana, di ferro coperta, fatta che s'alza e cala con bello ingegno,		
A217	stupendo artifizio.		
A218	Sopra l'altare non vi è altro ch'un mappamondo assai grande, dove tutto il cielo è dipinto, ed un altro dove è la terra. Poi sul cielo della cupola vi stanno tutte le stelle maggiori del cielo, notati coi nomi loro e virtù, c'hanno sopra le cose terrene, con tre versi per una; ci sono i poli e i circoli signati non del tutto, perché manca il muro a basso, ma si vedono finiti in corrispondenza alli globbi dell'altare. Vi sono sempre accese sette lampade nominate dalli sette pianeti.		
A220	Il Metafisico tratta tutti questi negozi con loro, ché senza lui nulla si fa, ed ogni cosa la communicano essi quattro, e dove il Metafisico inchina, son d'accordo.		
A223	Tutte cose son communi; ma stan in man di offiziali le dispense, onde non solo il vitto, ma le scienze e onori e spassi son communi, ma in maniera che non si può appropriare cosa alcuna.		
A224	Dunque nullo vorrà fatigare, mentre aspetta che l'altro fatighi,		
A226	li fanciulli imparano la lingua e l'alfabeto nelle mura,		
A227	Dopo li sette anni vanno alle lezioni delle scienze naturali, tutti;		
A228	Poi tutti si mettono alle matematiche, medicine ed altre scienze,		
A229	Ed in campagna, nei lavori e nella pastura delle bestie pur vanno a imparare; e quello è tenuto di più gran nobiltà, che più arti impara, e meglio le fa.		
A233	Si dona a ciascuno, secondo il suo esercizio, piatto di pitanza e menestra, frutti, cascio;		
A237	Se si trovano in sodomia, sono vituperati, e li fan portare due giorni legata al collo una scarpa, significando che pervertiro l'ordine e posero li piedi in testa, e la seconda volta crescen la pena finché diventa capitale.		
A238	Ma chi si astiene fin a ventun anno d'ogni coito è celebrato con alcuni onori e canzoni.		
A244	Onde agli eroi ed eroisse la republica fa certi doni, in tavola o in feste publiche, di ghirlande o di vestimenta belle fregiate;		
A249	ricchi, ch'ogni cosa hanno e possedono;		
A251	vanno spiando di tutte nazioni l'usanze, e sempre migliorano;		
A255	talché manca il servizio publico, e non si può il campo, la milizia e l'arti fare, se non male e con stento.		
A258	ed ognuno piglia parte della pena.		
A264	Se tra loro ci è qualche gara d'ingiuria o d'altro, perché essi non contendono se non di onore, il Principe ed i suoi offiziali puniscono il reo secretamente, s'incorse ad ingiuria di fatto dopo le prime ire; se di parole, aspettano in guerra a diffinirle, dicendo che l'ira si deve sfogare contra l'inimici.		
A266	E se sono in campo aperto, serrano le bagaglie in mezzo e l'artellerie, e combattono gran pezzo, e poi fan ritirata. E 'l nemico, credendo che cedano, s'inganna; perché essi fanno ala, pigliano fiato e lasciano l'artiglierie sparare, e poi tornano alla zuffa contra nemici scompigliati.		
A270	non escono di regola.		
A271	è tenuto a vergogna che uno si vegga sputare, dicendo che questo nasce da poco esercizio, da poltroneria o da mangiar ingordo.		
A275	ingegno		
A276	Il Sapienza ha cura di tutte le scienze e delli dottori e magistrati dell'arti liberali e meccaniche		
A277	li figliuoli, senza fastidio, giocando, si trovano saper tutte le scienze istoricamente prima che abbin dieci anni		
A279	Però quanto è bisogno tutti l'hanno. E l'amico si conosce tra loro nelle guerre, nell'infirmità, nelle scienze, dove s'aiutano e s'insegnano l'un l'altro.		
A280	Liberalità		
A281	Magnanimità		
A282	Beneficienza		
A283	Misericordia		
A284	e di questi rei per pena son privati della mensa commune, o del commerzio delle donne, e d'alcuni onori, finché pare al giudice, per ammendarl		
A286	tutti		
A287	ci è continua disputa tra di loro e concorrenza		
A288	Però non può essere Sole se non quello che sa tutte l'istorie delle genti e riti e sacrifizi e republiche ed inventori di leggi ed arti. Poi bisogna che sappia tutte l'arti meccaniche, perché ogni due giorni se n'impara una, ma l'uso qui le fa saper tutte, e la pittura. E tutte le scienze ha da sapere, matematiche, fisiche, astrologiche.		
A289	scaltro d'ingegno		
A290	non può arrivare a tante scienze chi non è scaltro d'ingegno ad ogni cosa		
A291	Ma non così avviene alli pronti d'ingegno e facili ad ogni conoscenza, come è bisogno che sia il Sole		
A292	Poi son l'arti communi agli uomini e donne		
A293	han potestà di battere o far battere da altri li negligenti e disobedienti		
A294	notano ognuno ed ognuna in che esercizio meglio riesce		
A295	Si dona a ciascuno, secondo il suo esercizio		
A296	sono vituperati, e li fan portare due giorni legata al collo una scarpa,		
A297	la seconda volta crescen la pena finché diventa capitale		
A298	chi si astiene fin a ventun anno d'ogni coito è celebrato con alcuni onori e canzoni.		
A299	s'amano grandemente ed aiutano l'un l'altro		
A300	si punisce un atto di superbia in quel modo che l'ha commesso		
A301	Però la communità tutti li fa ricchi e poveri: ricchi, ch'ogni cosa hanno e possedono; poveri, perché non s'attaccano a servire alle cose, ma ogni cosa serve a loro		
A303	quei che per loro colpa han perduto, si ricevono con vituperio, e chi fu il primo a fuggire non può scampar la morte		
A304	se non quando tutto l'esercito domanda in grazia la sua vita, ed ognuno piglia parte della pena		
A305	E si ragiona di quel che bisogna al publico		
A306	ognun è giudicato da quello dell'arte sua		
A307	punisce d'esilio, di frusta, di vituperio, di non mangiar in mensa commune, di non andar in chiesa, non parlar alle donne		
A308	ogni capo dell'arte è giudice, e punisce d'esilio, di frusta, di vituperio, di non mangiar in mensa commune, di non andar in chiesa, non parlar alle donne		
A309	l'omicidio si punisce con morte, ed occhio per occhio, naso per naso si paga la pena della pariglia, quando è caso pensato		
A310	Non si scrive processo, ma in presenza del giudice e del Potestà si dice il pro e il contra		
A311	Questi soli si puniscono con morte		
A312	lo mandano in esilio		
A313	Li falli di fragilità e d'ignoranza si puniscono solo con vituperi, e con farlo imparare a contenersi		
A314	secondo il merito		
A316	essi tengon la libertà dell'arbitrio		
A325	The Lady now finding her self in so strange a place, and amongst such wonderful kind of Creatures, was extreamly strucken with fear, and could entertain no other Thoughts, but that every moment her life was to be a sacrifice to their cruelty; but those Bear-like Creatures, how terrible soever they appear'd to her sight, yet were they so far from exercising any cruelty upon her, that rather they shewed her all civility and kindness imaginable;		
A328	Very good Navigators they were; and though they had no knowledg of the Load-stone, or Needle or pendulous Watches, yet (which was as serviceable to them) they had subtile observations, and great practice;		
A334	Of the States men she enquired, first, Why they had so few Laws? To which they answered, That many Laws made many Divisions, which most commonly did breed Factions, and at last brake out into open Wars.		
A345	This observation amazed the Empress very much; for she had hitherto believed, That Snow was made by cold motions, and not by such an agitation or beating of a fiery extract upon water: Nor could she be perswaded to believe it until the Fish- or Mear-men had delivered their observation upon the making of Ice,		
A346	This Relation confirmed partly the observation of the Bird-men concerning the cause of Snow;		
A347	to avoid hereafter tedious disputes, and have the truth of the Phænomena's of Cœlestial Bodies more exactly known, commanded the Bear-men, which were her Experimental Philosophers, to observe them through such Instruments as are called Telescopes, which they did according to her Majesties Command;		
A350	the Empress began to grow angry at their Telescopes, that they could give no better Intelligence; for, said she, now I do plainly perceive, that your Glasses are false Informers, and instead of discovering the Truth, delude your Senses; Wherefore I Command you to break them, and let the Bird-men trust onely to their natural eyes, and examine Cœlestial Objects by the motions of their own Sense and Reason.		
A351	if their Glasses were true Informers, they would rectifie their irregular Sense and Reason; But, said she, Nature has made your Sense and Reason more regular then Art has your Glasses; for they are meer deluders, and will never lead you to the knowledg of Truth;		
A352	if their Glasses were true Informers, they would rectifie their irregular Sense and Reason; But, said she, Nature has made your Sense and Reason more regular then Art has your Glasses; for they are meer deluders, and will never lead you to the knowledg of Truth; Wherefore I command you again to break them; for you may observe the progressive motions of Cœlestial Bodies with your natural eyes better then through Artificial Glasses.		
A353	for, said they, we take more delight in Artificial delusions, then in Natural truths. Besides, we shall want Imployments for our Senses, and Subjects for Arguments; for, were there nothing but truth, and no falshood, there would be no occasion to dispute, and by this means we should want the aim and pleasure of our endeavors in confuting and contradicting each other; neither would one man be thought wiser then another, but all would either be alike knowing and wise, or all would be fools;		
A357	this was very remarkable and worthy to be taken notice of, that notwithstanding their great skil, industry and ingenuity in Experimental Philosophy, they could yet by no means contrive such Glasses, by the help of which they could spy out a Vacuum, with all its dimensions, nor Immaterial substances, Non-beings, and Mixt-beings, or such as are between something and nothing; which they were very much troubled at, hoping that yet, in time, by long study and practice, they might perhaps attain to it.		
A359	Truly, answered they, Your Majesty puts a very hard question to us, and we shall hardly be able to give a satisfactory answer to it; for there are many different sorts of Creatures, which as they have all different perceptions, so they have also different organs, which our senses are not able to discover, onely in an Oystershell we have with admiration observed, that the common sensorium of the Oyster lies just as the closing of the shells, where the pressure and re-action may be perceived by the opening and shutting of the shells every tide.		
A360	This Relation confirmed the Empress in the opinion concerning the motion of the Earth, and the fixedness of the Sun, as the Bird-men had informed her;		
A362	the Worm-men excused themselves, that they were ignorant in that Art, and that such questions belonged more properly to the Ape-men, which were Her Majesties Chymists.		
A365	After this, and several other Conferences, which the Empress held with the Worm-men, she dismissed them; and having taken much satisfaction in several of their Answers, encouraged them in their Studies and Observations.		
A369	if this be so, as surely, according to regular Sense and Reason, it appears no otherwise; it is in vain to look for primary Ingredients, or constitutive principles of Natural Bodies, since there is no more but one Universal Principle of Nature,		
A371	The Empress having thus declared her mind to the Ape-men, and given them better Instructions then perhaps they expected, not knowing that her Majesty had such great and able judgment in Natural Philosophy, had several conferences with them concerning Chymical Preperations,		
A372	she knew that Nature's Works are so various and wonderful, that no particular Creature is able to trace her ways.		
A375	Then came the Lice-men, and endeavoured to measure all things to a hairs-breadth, and weigh them to an Atom; but their weights would seldom agree, especially in the weighing of Air, which they found a task impossible to be done; at which the Empress began to be displeased, and told them, that there was neither Truth nor Justice in their Profession; and so dissolved their society.		
A377	I have enough, said she, of your chopt Logick, and will hear no more of your Syllogisms; for it disorders my Reason, and puts my Brain on the rack; your formal argumentations are able to spoil all natural wit; and I'le have you to consider, that Art does not make Reason, but Reason makes Art; and therefore as much as Reason is above Art, so much is a natural rational discourse to be preferred before an artificial:		
A378	your Art of Logick, which consists onely in contradicting each other, in making sophismes, and obscuring Truth, instead of clearing it.		
A388	she asked again, Whether our Fore-fathers had been as wise, as Men were at present, and had understood sense and reason, as well as they did now? They answered, That in former Ages they had been as wise as they are in this present, nay, wiser; for, said they, many in this age do think their Fore-fathers have been Fools, by which they prove themselves to be such.		
A391	It is the nature of Mankind to be inquisitive. Natural desire of knowledg,		
A395	The Duchess told her, That, Sense and Reason would instruct her of a Nature as much as could be known; and as for Numbers, they were infinite; but to add non-sense to infinite, would breed a confusion, especially in Humane Understanding.		
A396	The Duchess answered, That the chief and onely ground in Government, was but Reward and Punishment, and required no further Cabbala;		
A398	At last, when the Duchess saw that no patterns would do her any good in the framing of her World; she was resolved to make a World of her own Invention, and this World was composed of sensitive and rational self-moving Matter; indeed, it was composed onely of the Rational, which is the subtilest and purest degree of Matter; for as the Sensitive did move and act both to the perceptions and consistency of the body, so this degree of Matter at the same point of time (for though the degrees are mixt, yet the several parts may move several ways at one time) did move to the Creation of the Imaginary World;		
A400	it was governed without secret and deceiving Policy; neither was there any ambitious, factions, malicious detractions, civil dissentions, or home-bred quarrels, divisions in Religion, Foreign Wars, &c. but all the people lived in a peaceful society, united Tranquility, and Religious Conformity.		
A404	Many, both of your modern and ancient Philosophers, answered the Spirits, endeavour to go beyond Sense and Reason, which makes them commit absurdities; for no corporeal Creature can go beyond Sense and Reason;		
A413	Beautiful Truth, Great Fortune, and you the rest of my noble Friends; I am come a great and long journey in the behalf of my dear Friend the Duke of Newcastle; not to make more wounds, but, if it be possible, to heal those that are made already. Neither do I presume to be a Deity; but my onely request is, that you would be pleased to accept of my Offering, I being an humble and devout supplicant; and since no offering is more acceptable to the Gods, then the offering of Peace; in order to that, I desire to make an agreement between Fortune, and the Duke of Newcastle.		
A414	I came not here, said she, to hear Fortune flattered, but to hear the Cause decided between Fortune and the Duke; neither came I hither to speak Rhetorically and Eloquently, but to propound the case plainly and truly;		
A417	he could not trust Fortune with that which he preferred above his life, which was his Reputation, by reason Fortune did not side with those that were honest and honourable, but renounced them; and since he could not be of both sides, he chose to be of that which was agreeable both to his Conscience, Nature and Education;		
A423	One time the Duchess chanced to discourse with some of her acquaintance, of the Empress of the Blazing-World, who asked her what Pastimes and Recreations her Majesty did most delight in? The Duchess answered, That she spent most of her time in the study of Natural Causes and Effects, which was her chief delight and pastime; and that she loved to discourse sometimes with the most Learned persons of that World:		
A424	she loved to discourse sometimes with the most Learned persons of that World:		
A426	I have made my Blazing-World a Peaceable World,		
A427	But I esteeming Peace before Warr, Wit before Policy, Honesty before Beauty; instead of the figures of Alexander, Cesar, Hector, Achilles, Nestor, Ulysses, Hellen, &c. chose rather the figure of Honest Margaret Newcastle, which now I would not change for all this Terrestrial World; and if any should like the World I have made, and be willing to be my Subjects, they may imagine themselves such, and they are such, I mean in their Minds, Fancies or Imaginations; but if they cannot endure to be Subjects, they may create Worlds of their own, and Govern themselves as they please. But yet let them have a care, not to prove unjust Usurpers, and to rob me of mine: for, concerning the Philosophical-world, I am Empress of it my self; and as for the Blazing-World, it having an Empress already, who rules it with great Wisdom and Conduct, which Empress is my dear Platonick Friend; I shall never prove so unjust, treacherous and unworthy to her, as to disturb her Government, much less to depose her from her Imperial Throne, for the sake of any other, but rather chuse to create another World for another Friend.		
A429	they had an extraordinary Art, much to be taken notice of by Experimental Philosophers,		
A433	though they had no knowledg of the Load-stone, or Needle or pendulous Watches, yet (which was as serviceable to them) they had subtile observations, and great practice; in so much that they could not onely tell the depth of the Sea in every place, but where there were shelves of Sand, Rocks, and other obstructions to be avoided by skilful and experienced Sea-men		
A434	they had an extraordinary Art, much to be taken notice of by Experimental Philosophers, and that was a certain Engin, which would draw in a great quantity of Air, and shoot forth Wind with a great force; this Engine in a calm, they placed behind their Ships, and in a storm, before; for it served against the raging waves, like Cannons against an hostile Army, or besieged Town		
A435	endeavoured to learn their language		
A436	Novelty discomposes the mind, but acquaintance settles it in peace and tranquillity		
A438	No sooner was the Lady brought before the Emperor, but he conceived her to be some Goddess, and offered to worship her; which she refused, telling him, (for by that time she had pretty well learned their Language) that although she came out of another world, yet was she but a mortal		
A439	At which the Emperor rejoycing, made her his Wife, and gave her an absolute power to rule and govern all that World as she pleased		
A440	the Empress encouraged them in, especially those that had applied themselves to the study of several Arts and Sciences; for they were as ingenious and witty in the invention of profitable and useful Arts, as we are in our world, nay, more		
A441	Why they had so few Laws? To which they answered, That many Laws made many Divisions, which most commonly did breed Factions, and at last brake out into open Wars.		
A442	to avoid hereafter tedious disputes, and have the truth of the Phænomena's of Cœlestial Bodies more exactly known, commanded the Bear-men, which were her Experimental Philosophers, to observe them through such Instruments as are called Telescopes, which they did according to her Majesties Command		
A443	your Glasses are false Informers, and instead of discovering the Truth, delude your Senses		
A444	Nature has made your Sense and Reason more regular then Art has your Glasses; for they are meer deluders, and will never lead you to the knowledg of Truth		
A447	as Experience doth sufficiently witness		
A448	But since you have informed me, said she, of the various sorts and productions of Animal Creatures, I desire you to tell me what you have observed of their sensitive perceptions?		
A449	we shall hardly be able to give a satisfactory answer to it		
A450	After all this, the Empress desired the Worm men to give her a true Relation how frost was made upon the Earth?		
A451	they gave, according to their Observation, this following reason		
A452	This Observation, the Empress commanded them to confer with her Chymists, the Ape-men; to let them know that Gold was not produced by a violent, but a temperate degree of hea		
A453	This Observation, the Empress commanded them to confer with her Chymists, the Ape-men; to let them know that Gold was not produced by a violent, but a temperate degree of heat.		
A454	having taken much satisfaction in several of their Answers, encouraged them in their Studies and Observations		
A455	commanded them to give her an account of the several Transmutations which their Art was able to produce.		
A457	The Conferences of the Chymists being finished, the Empress made an Assembly of her Galenical Physicians, her Herbalists and Anatomists; and first she enquired of her Herbalists the particular effects of several Herbs and Drugs, and whence they proceeded?		
A458	for by dissecting some, we cannot prevent the production of others; so that our pains and labour will be to no purpose, unless to satisfie the vain curiosities of inquisitive men. The Empress replied, That such dissections would be very beneficial to Experimental Philosophers		
A459	such dissections would be very beneficial to Experimental Philosophers		
A460	hen we dissect dead Animals, said they, it is for no other end, but to observe what defects and distempers they had, that we may cure the like in living ones, so that all our care and industry concerns onely the preservation of Mank		
