Argument ID	Conclusion	Stance	Premise
A35	Then the fifth month passed, and she stood beneath the juniper tree, which smelled so sweet that her heart jumped for joy, and she fell on her knees and was beside herself. And when the sixth month was over, the fruit was thick and large, and then she was quite still. And after the seventh month she picked the juniper berries and ate them greedily. Then she grew sick and sorrowful.		
A36	"Then the eighth month passed, and she called her husband to her, and cried, and said, ""If I die, then bury me beneath the juniper tree."" Then she was quite comforted and happy until the next month was over, and then she had a child as white as snow and as red as blood, and when she saw it, she was so happy that she died."		
A37	Her husband buried her beneath the juniper tree, and he began to cry bitterly. After some time he was more at ease, and although he still cried, he could bear it. And some time later he took another wife.		
A38	When the woman looked at her daughter, she loved her very much, but then she looked at the little boy, and it pierced her heart, for she thought that he would always stand in her way, and she was always thinking how she could get the entire inheritance for her daughter		
A39	When the woman looked at her daughter, she loved her very much, but then she looked at the little boy, and it pierced her heart, for she thought that he would always stand in her way, and she was always thinking how she could get the entire inheritance for her daughter. And the Evil One filled her mind with this until she grew very angry with the little boy, and she pushed him from one corner to the other and slapped him here and cuffed him there, until the poor child was always afraid, for when he came home from school there was nowhere he could find any peace.		
A40	"One day the woman had gone upstairs to her room, when her little daughter came up too, and said, ""Mother, give me an apple."" ""Yes, my child,"" said the woman, and gave her a beautiful apple out of the chest. The chest had a large heavy lid with a large sharp iron lock. ""Mother,"" said the little daughter, ""is brother not to have one too?"" This made the woman angry, but she said, ""Yes, when he comes home from school."" When from the window she saw him coming, it was as though the Evil One came over her, and she grabbed the apple and took it away from her daughter, saying, ""You shall not have one before your brother."" She threw the apple into the chest, and shut it. Then the little boy came in the door, and the Evil One made her say to him kindly, ""My son, do you want an apple?"" And she looked at him fiercely. ""Mother,"" said the little boy, ""how angry you look. Yes, give me an apple."" Then it seemed to her as if she had to persuade him. ""Come with me,"" she said, opening the lid of the chest. ""Take out an apple for yourself."" And while the little boy was leaning over, the Evil One prompted her, and crash! she slammed down the lid, and his head flew off, falling among the red apples."		
A41	"One day the woman had gone upstairs to her room, when her little daughter came up too, and said, ""Mother, give me an apple."" ""Yes, my child,"" said the woman, and gave her a beautiful apple out of the chest. The chest had a large heavy lid with a large sharp iron lock."		
A42	"""Mother,"" said the little daughter, ""is brother not to have one too?"""		
A43	"This made the woman angry, but she said, ""Yes, when he comes home from school."" When from the window she saw him coming, it was as though the Evil One came over her, and she grabbed the apple and took it away from her daughter, saying, ""You shall not have one before your brother."""		
A44	"She threw the apple into the chest, and shut it. Then the little boy came in the door, and the Evil One made her say to him kindly, ""My son, do you want an apple?"" And she looked at him fiercely."		
A45	"Then fear overcame her, and she thought, ""Maybe I can get out of this."" So she went upstairs to her room to her chest of drawers, and took a white scarf out of the top drawer, and set the head on the neck again, tying the scarf around it so that nothing could be seen. Then she set him on a chair in front of the door and put the apple in his hand."		
A46	"So Marlene went to him and said, ""Brother, give me the apple."" But he was silent, so she gave him one on the ear, and his head fell off. Marlene was terrified, and began crying and screaming, and ran to her mother, and said, ""Oh, mother, I have knocked my brother's head off,"" and she cried and cried and could not be comforted."		
A47	Marlene went to her chest of drawers, took her best silk scarf from the bottom drawer, and gathered all the bones from beneath the table and tied them up in her silk scarf, then carried them outside the door, crying tears of blood.		
A48	Marlene went to her chest of drawers, took her best silk scarf from the bottom drawer, and gathered all the bones from beneath the table and tied them up in her silk scarf, then carried them outside the door, crying tears of blood. She laid them down beneath the juniper tree on the green grass, and after she had put them there, she suddenly felt better and did not cry anymore.		
A49	At the same time a mist seemed to rise from the tree, and in the center of this mist it burned like a fire, and a beautiful bird flew out of the fire singing magnificently, and it flew high into the air, and when it was gone, the juniper tree was just as it had been before, and the cloth with the bones was no longer there.		
A50	My mother, she killed me, My father, he ate me, My sister Marlene, Gathered all my bones, Tied them in a silken scarf, Laid them beneath the juniper tree, Tweet, tweet, what a beautiful bird am I.		
A51	"""Wife,"" said the man, ""go into the shop. There is a pair of red shoes on the top shelf. Bring them down."" Then the wife went and brought the shoes."		
A52	My mother, she killed me, Then one of them stopped working. My father, he ate me, Then two more stopped working and listened, My sister Marlene, Then four more stopped, Gathered all my bones, Tied them in a silken scarf,		
A53	Laid them beneath		
A54	"""Yes,"" he said, ""if it belonged only to me, you should have it."" ""Yes,"" said the others, ""if he sings again he can have it."" Then the bird came down, and the twenty millers took a beam and lifted the stone up. Yo-heave-ho! Yo-heave-ho! Yo-heave-ho!"		
A55	He flew far away to a mill, and the mill went clickety-clack, clickety-clack, clickety-clack. In the mill sat twenty miller's apprentices cutting a stone, and chiseling chip-chop, chip-chop, chip-chop. And the mill went clickety-clack, clickety-clack, clickety-clack.		
A56	He flew far away to his father's house.		
A57	"The father said, ""I feel so contented. I am so happy."" ""Not I,"" said the mother, ""I feel uneasy, just as if a bad storm were coming."""		
A58	But Marlene just sat and cried and cried.		
A59	"""Not I,"" said the woman, ""I am so afraid that my teeth are chattering, and I feel like I have fire in my veins."" And she tore open her bodice even more."		
A60	Marlene sat in a corner crying. She held a handkerchief before her eyes and cried until it was wet clear through.		
A61	"With this the bird dropped the golden chain, and it fell right around the man's neck, so exactly around it that it fit beautifully. Then the man went in and said, ""Just look what a beautiful bird that is, and what a beautiful golden chain he has given me, and how nice it looks."""		
A62	"Then she was contented and happy. She put on the new red shoes and danced and leaped into the house. ""Oh,"" she said, ""I was so sad when I went out and now I am so contented. That is a splendid bird, he has given me a pair of red shoes."""		
A63	And as she went out the door, crash! the bird threw the millstone on her head, and it crushed her to death. The father and Marlene heard it and went out. Smoke, flames, and fire were rising from the place, and when that was over, the little brother was standing there, and he took his father and Marlene by the hand, and all three were very happy, and they went into the house, sat down at the table, and ate.		
A64	"""Marlene,"" said the mother, ""what have you done? Be quiet and don't let anyone know about it."		
A65	At the same time a mist seemed to rise from the tree, and in the center of this mist it burned like a fire, and a beautiful bird flew out of the fire singing magnificently, and it flew high into the air, and when it was gone, the juniper tree was just as it had been before, and the cloth with the bones was no longer there. Marlene, however, was as happy and contented as if her brother were still alive. And she went merrily into the house, sat down at the table, and ate		
A66	Upon which so strange a spectacle, the people of the city gathered apace together upon the sands, to wonder; and so after put themselves into a number of small boats, to go nearer to this marvellous sight.		
A67	and to discern (as far as appertaineth to the generations of men) between divine miracles, works of nature, works of art, and impostures and illusions of all sorts.		
A68	And forasmuch as we learn in our books that thou never workest miracles, but to divine and excellent end, (for the laws of nature are thine own laws, and thou exceedest them not but upon great cause,) we most humbly beseech thee to prosper this great sign, and to give us the interpretation and use of it in mercy; which thou dost in some part secretly promise by sending it unto us		
A69	It is dedicated to the study of the works and creatures of God.		
A70	House for the finding out of the true nature of all things		
A71	true nature		
A72	give us knowledge of the affairs and state of those countries to which they were designed, and especially of the sciences, arts, manufactures, and inventions of all the world		
A73	free men		
A74	at whose hands we found such humanity		
A75	freedom		
A76	desire to take strangers as it were into their bosom,		
A77	desire to take strangers as it were into their bosom		
A78	I will give thee the greatest jewel I have		
A79	The end of our foundation is the knowledge of causes, and secret motions of things		
A80	We use them also sometimes, (which may seem strange,) for curing of some diseases, and for prolongation of life in some hermits		
A81	by whom also we learn many things		
A82	We make them also by art greater much than their nature		
A83	And many of them we so order, as they become of medicinal use.		
A84	but likewise for dissections and trials; that thereby we may take light what may be wrought upon the body of man.		
A85	We try also all poisons and other medicines upon them, as well of chirurgery, as physic		
A86	We find means to make commixtures and copulations of different kinds		
A87	We make a number of kinds of serpents, worms, flies, fishes, of putrefaction		
A88	These divers heats we use, as the nature of the operation, which we intend, requireth		
A89	we do hate all impostures, and lies		
A90	under pain of ignominy and fines		
A91	ooking into the experiments of their fellows, and cast about how to draw out of them things of use and practise for man's life		
A92	looking into the experiments of their fellows, and cast about how to draw out of them things of use and practise for man's life, and knowledge		
A93	looking into the experiments of their fellows, and cast about how to draw out of them things of use and practise for man's life, and knowledge, as well for works as for plain demonstration of causes		
A94	we have three that take care, out of them, to direct new experiments, of a higher light, more penetrating into nature than the former		
A95	We have three others that do execute the experiments so directed		
A96	for the good of other nations		
A97	for the good of other nation		
A98	for the good of other natio		
A99	E qui sta anco un libro in lettere d'oro di cose importantissime.		
A100	E' un Principe Sacerdote tra loro, che s'appella Sole, e in lingua nostra si dice Metafisico: questo è capo di tutti in spirituale e temporale, e tutti li negozi in lui si terminano.		
A101	Potestà		
A102	Sapienza		
A103	Amore		
A104	Il Sapienza ha cura di tutte le scienze e delli dottori e magistrati dell'arti liberali e meccaniche, tiene sotto di sé tanti offiziali quante son le scienze: ci è l'Astrologo, il Cosmografo, il Geometra, il Loico, il Rettorico, il Grammatico, il Medico, il Fisico, il Politico, il Morale; e tiene un libro solo, dove stan tutte le scienze, che fa leggere a tutto il popolo ad usanza di Pitagorici. E questo ha fatto pingere in tutte le muraglie, su li rivellini, dentro e di fuori, tutte le scienze.		
A105	Nelle mura del tempio esteriori e nelle cortine, che si calano quando si predica per non perdersi la voce, vi sta ogni stella ordinatamente con tre versi per una.  Nelle mura del primo girone tutte le figure matematiche, più che non scrisse Euclide ed Archimede, con la lor proposizione significante. Nel di fuore, vi è la carta della terra tutta, e poi le tavole d'ogni provinzia con li riti e costumi e leggi loro, e con l'alfabeti ordinari sopra il loro alfabeto.  Nel dentro del secondo girone vi son tutte le pietre preziose e non preziose, e minerali, e metalli veri e pinti, con le dichiarazioni di due versi per uno. Nel di fuore vi son tutte sorti di laghi, mari e fiumi, vini ed ogli ed altri liquori, e loro virtù ed origini e qualità; e ci son le caraffe piene di diversi liquori di cento e trecento anni, con li quali sanano tutte l'infirmità quasi.  Nel dentro del terzo vi son tutte le sorti di erbe ed arbori del mondo pinte, e pur in teste di terra sopra il rivellino e le dichiarazioni dove prima si ritrovaro, e le virtù loro, e le simiglianze c'hanno con le stelle e con li metalli e con le membra umane, e l'uso loro in medicina. Nel di fuora tutte maniere di pesci di fiumi, laghi e mari, e le virtù loro, e 'l modo di vivere, di generarsi e allevarsi, a che serveno; e le simiglianze c'hanno con le cose celesti e terrestri e dell'arte e della natura; sì che mi stupii, quando trovai pesce vescovo e catena e chiodo e stella, appunto come son queste cose tra noi. Ci sono ancini, rizzi, spondoli e tutto quanto è degno di sapere con mirabil arte di pittura e di scrittura che dichiara.  Nel quarto, dentro vi son tutte sorti di augelli pinti e lor qualità, grandezze e costumi, e la fenice è verissima appresso loro. Nel di fuora stanno tutte sorti di animali rettili, serpi, draghi, vermini, e l'insetti, mosche, tafani ecc., con le loro condizioni, veneni e virtuti; e son più che non pensamo.  Nel quinto, dentro vi son l'animali perfetti terrestri di tante sorti che è stupore. Non sappiamo noi la millesima parte, e però, sendo grandi di corpo, l'han pinti ancora nel fuore rivellino; e quante maniere di cavalli solamente, o belle figure dichiarate dottamente!  Nel sesto, dentro vi sono tutte l'arti meccaniche, e l'inventori loro, e li diversi modi, come s'usano in diverse regioni del mondo. Nel di fuori vi son tutti l'inventori delle leggi e delle scienze e dell'armi. Trovai Moisè, Osiri, Giove, Mercurio, Macometto ed altri assai; e in luoco assai onorato era Gesù Cristo e li dodici Apostoli, che ne tengono gran conto, Cesare, Alessandro, Pirro e tutti li Romani; onde io ammirato come sapeano quelle istorie, mi mostraro che essi teneano di tutte nazioni lingua, e che mandavano apposta per il mondo ambasciatori, e s'informavano del bene e del male di tutti; e godeno assai in questo. Viddi che nella China le bombarde e le stampe furo prima ch'a noi. Ci son poi li maestri di queste cose; e li figliuoli, senza fastidio, giocando, si trovano saper tutte le scienze istoricamente prima che abbin dieci anni.		
A106	Questa è una gente ch'arrivò là dall'Indie, ed erano molti filosofi, che fuggiro la rovina di Mogori e d'altri predoni e tiranni; onde si risolsero di vivere alla filosofica in commune, si ben la communità delle donne non si usa tra le genti della provinzia loro; ma essi l'usano, ed è questo il modo. Tutte cose son communi; ma stan in man di offiziali le dispense, onde non solo il vitto, ma le scienze e onori e spassi son communi, ma in maniera che non si può appropriare cosa alcuna.  Dicono essi che tutta la proprietà nasce da far casa appartata, e figli e moglie propria, onde nasce l'amor proprio; ché per sublimar a ricchezze o a dignità il figlio o lasciarlo erede, ognuno diventa o rapace publico, se non ha timore, sendo potente; o avaro ed insidioso ed ippocrita, si è impotente. Ma quando perdono l'amor proprio, resta il commune solo.		
A107	Dicono essi che tutta la proprietà nasce da far casa appartata, e figli e moglie propria, onde nasce l'amor proprio; ché per sublimar a ricchezze o a dignità il figlio o lasciarlo erede, ognuno diventa o rapace publico, se non ha timore, sendo potente; o avaro ed insidioso ed ippocrita, si è impotente. Ma quando perdono l'amor proprio, resta il commune solo.		
A108	E credo che li preti e monaci nostri, se non avessero li parenti e li amici, o l'ambizione di crescere più a dignità, seriano più spropriati e santi e caritativi con tutti.		
A109	tra loro non possono donarsi cosa alcuna, perché tutto hanno del commune, e molto guardano gli offiziali, che nullo abbia più che merita. Però quanto è bisogno tutti l'hanno. E l'amico si conosce tra loro nelle guerre, nell'infirmità, nelle scienze, dove s'aiutano e s'insegnano l'un l'altro. E tutti li gioveni s'appellan frati e quei che son quindici anni più di loro, padri, e quindici meno figli. E poi vi stanno l'offiziali a tutte cose attenti, che nullo possa all'altro far torto nella fratellanza.		
A110	Di quante virtù noi abbiamo, essi hanno l'offiziale: ci è un che si chiama Liberalità, un Magnanimità, un Castità, un Fortezza, un Giustizia, criminale e civile, un Solerzia, un Verità, Beneficienza, Gratitudine, Misericordia, ecc.; e a ciascuno di questi si elegge quello, che da fanciullo nelle scole si conosce inclinato a tal virtù. E però, non sendo tra loro latrocini, né assassinii, né stupri ed incesti, adultèri, delli quali noi ci accusamo, essi si accusano d'ingratitudine, di malignità, quando un non vuol far piacere onesto, di bugia, che abborriscono più che la peste; e di questi rei per pena son privati della mensa commune, o del commerzio delle donne, e d'alcuni onori, finché pare al giudice, per ammendarli.		
A111	bugia, che abborriscono più che la peste;		
A112	non sendo tra loro latrocini, né assassinii, né stupri ed incesti, adultèri, delli quali noi ci accusamo		
A113	Giustizia		
A114	Verità		
A115	di questi rei per pena son privati della mensa commune, o del commerzio delle donne, e d'alcuni onori, finché pare al giudice, per ammendarli.		
A116	E s'allevan tutti in tutte l'arti.		
A117	Però non può essere Sole se non quello che sa tutte l'istorie delle genti e riti e sacrifizi e republiche ed inventori di leggi ed arti. Poi bisogna che sappia tutte l'arti meccaniche, perché ogni due giorni se n'impara una, ma l'uso qui le fa saper tutte, e la pittura. E tutte le scienze ha da sapere, matematiche, fisiche, astrologiche. Delle lingue non si cura, perché ha l'interpreti, che son i grammatici loro. Ma più di tutti bisogna che sia Metafisico e Teologo, che sappia ben la radice e prova d'ogni arte e scienza, e le similitudini e differenze delle cose, la Necessità, il Fato, e l'Armonia del mondo, la Possanza, Sapienza e Amor divino e d'ogni cosa, e li gradi degli enti e corrispondenze loro con le cose celesti, terrestri e marine, e studia molto bene nei Profeti ed astrologia. Dunque si sa chi ha da esser Sole, e se non passa trentacinque anni, non arriva a tal grado; e questo offizio è perpetuo, mentre non si trova chi sappia più di lui e sia più atto al governo.		
A118	non può saper governare chi attende alle scienze.		
A119	Poi son l'arti communi agli uomini e donne, le speculative e meccaniche;		
A120	ad ogni officio soprastante è un vecchio ed una vecchia, che comandano ed han potestà di battere o far battere da altri li negligenti e disobedienti, e notano ognuno ed ognuna in che esercizio meglio riesce.		
A121	han potestà di battere o far battere da altri li negligenti e disobedienti,		
A122	notano ognuno ed ognuna in che esercizio meglio riesce.		
A123	vedersi a canto tanti amici, frati, figli e madri vivere con tanto rispetto ed amore.		
A124	li medici hanno cura di dire alli cochi in quel giorno, qual sorte di vivanda conviene, e quale alli vecchi e quale alli giovani e quale all'ammalati.		
A125	Gli offiziali hanno la miglior parte; questi mandano spesso della loro a tavola a chi più si ha fatto onore la mattina nelle lezioni e dispute di scienze ed armi, e questo si stima per grande onore e favore.		
A126	Hanno in tutte le piazze delli gironi le lor fontane, che tirano l'acque dal fondo solo con muover un legno, onde esse spicciano per li canali.		
A127	Negli atri di fuora son orologi di sole e di squille per tutti i gironi, e banderuole per saper i venti.		
A128	quando perdono l'amor proprio, resta il commune solo.		
A129	Ma il nostro Sole sia pur tristo in governo, non sarà mai crudele, né scelerato, né tiranno un chi tanto sa.		
A130	al che ci vol sol memoria servile, onde l'uomo si fa inerte, perché non contempla le cose ma li libri, e s'avvilisce l'anima in quelle cose morte;		
A131	Il che non può avvenire al nostro Sole, perché non può arrivare a tante scienze chi non è scaltro d'ingegno ad ogni cosa, onde è sempre attivissimo al governo.		
A132	Ma tutti questi offiziali han d'essere filosofi, e più, ed istorici, naturalisti ed umanisti.		
A133	Nulla femina si sottopone al maschio, se non arriva a dicinov'anni né maschio si mette alla generazione inanti alli vintiuno, e più si è di complessione bianco.		
A134	questa è concordia stabile nella republica, e s'amano grandemente ed aiutano l'un l'altro.		
A135	gelosia		
A136	Signor no, perché a nullo manca il necessario loro quanto al gusto; e la generazione è osservata religiosamente per ben pubblico, non privato		
A137	la generazione è osservata religiosamente per ben pubblico, non privato		
A138	s'uno s'innamora di qualche donna, è lecito tra loro parlare, far versi, scherzi, imprese di fiori e di piante.		
A139	Però non si conosce tra loro se non amor d'amicizia per lo più		
A140	La robba non si stima		
A141	La superbia è tenuta per gran peccato		
A142	La superbia è tenuta per gran peccato, e si punisce un atto di superbia in quel modo che l'ha commesso.		
A143	non tengono schiavi, perché essi bastano a se stessi, anzi soverchiano.		
A144	Però la communità tutti li fa ricchi e poveri		
A145	poveri, perché non s'attaccano a servire alle cose, ma ogni cosa serve a loro.		
A146	non tengono schiavi,		
A147	essi han l'ossequio commune delle donne e 'l letto, ma non sempre, se non per generare.		
A148	fin mo trattano naturalmente senza fede rivelata;		
A149	chi è zoppo serve alle sentinelle con gli occhi; chi non ha occhi serve a carminar la lana e levar il pelo dal nervo delle penne per li matarazzi, chi non ha mani, ad altro esercizio; e se un membro solo ha, con quello serve nelle ville, e son governati bene, e son spie che avvisano alla republica ogni cosa.		
A150	chi è zoppo serve alle sentinelle con gli occhi; chi non ha occhi serve a carminar la lana e levar il pelo dal nervo delle penne per li matarazzi, chi non ha mani, ad altro esercizio		
A151	vi son quattro regni nell'isola, li quali han grande invidia della felicità loro, perché li popoli desiderariano vivere come questi Solari, e vorriano star più soggetti ad essi, che non a' propri regi. Onde spesso loro è mossa guerra, sotto color d'usurpar confini e di viver empiamente, perché non sequeno le superstizioni di Gentili, né dell'altri Bragmani; e spesso li fan guerra, come ribelli che prima erano soggetti. E con tutto questo perdono sempre.		
A152	costui dimanda a' nemici che rendano il tolto o lascino la tirannia; e se quelli negano, li bandiscono la guerra., chiamando Dio delle vendette a testimonio contra di chi ha il torto; e si quelli prolungano il negozio, non li danno tempo, si è re, più d'un ora, si è republica, tre ore a deliberar la risposta, per non esser burlati; e così si piglia la guerra, se quelli son contumaci alla ragione.		
A153	Si propone in Consiglio grande, dove entra tutto il popolo di venti anni in su, e le donne ancora		
A154	Nell'assalti, chi prima saglie il muro ha dopo in onore una corona di gramigna con applauso militare delle donne e fanciulli. Chi aiuta il compagno ha la corona civica di quercia; chi uccide il tiranno, le spoglie opime, che porta al tempio, e si dona al Sole il cognome dell'impresa.		
A155	Ci son poi li trionfi militari ad uso di Romani, e più belli, e le supplicazioni ringraziatorie. E si presenta al tempio il capitano, e si narrano li gesti dal poeta o istorico ch'andò con lui. E 'l Principe lo corona, ed a tutti soldati fa qualche regalo ed onore, e per molti dì sono esenti dalle fatiche publiche.		
A156	Ma essi l'hanno a male, perché non sanno stare oziosi ed aiutano gli altri.		
A157	Chi non aiutò l'amico o fe' atto vile, è frustato; chi fu disobediente, si mette a morire dentro a un palco di bestie con un bastone in mano, e se vince i leoni e l'orsi, che è quasi impossibile, torna in grazia.		
A158	Perdonano volentieri a' nemici e dopo la vittoria li fanno bene. Se gettano mura o vogliono occider i capi o altro danno a' vinti, tutto fanno in un giorno, e poi li fanno bene, e dicono che non si deve far guerra se non per far gli uomini buoni, non per estinguerli.		
A159	Bella cosa per non fomentar fazioni a roina della patria e schifar le guerre civili, onde nasce il tiranno,		
A160	Le speculative son di tutti,		
A161	Non vogliono che schiavi o forastieri infettino la città di mali costumi; però vendono quelli che pigliano in guerra, o li mettono a cavar fosse o far esercizi faticosi fuor della città, dove sempre vanno quattro squadre di soldati a guardare il territorio e quelli che lavorano, uscendo dalle quattro porte, le quali hanno le strade di mattoni fin al mare per condotta delle robbe e facilità delli forastieri.		
A162	L'agricoltura è in gran stima: non ci è palmo di terra che non frutti. Osservano li venti e le stelle propizie, ed escono tutti in campo armati ad arare, seminare, zappare, metere, raccogliere, vindemmiare, con musiche, trombe e stendardi; ed ogni cosa fanno tra pochissime ore. Hanno le carra a vela, che caminano con il vento, e quando non ci è vento, una bestia tira un gran carro, bella cosa, ed han li guardiani del territorio armati, che per li campi sempre van girando. Poco usano letame all'orti ed a' campi, dicendo che li semi diventano putridi e fan vita breve, come le donne imbellettate e non belle per esercizio fanno prole fiacca. Onde né pur la terra imbellettano, ma ben l'esercitano, ed hanno gran secreti di far nascer presto e multiplicare, e non perder seme. E tengon un libro a posta di tal esercizio, che si chiama la Georgica. Una parte del territorio, quanto basta, si ara; l'altra serve per pascolo delle bestie. Or questa nobil arte di far cavalli, bovi, pecore, cani ed ogni sorte d'animali domestici è in sommo pregio appresso loro, come fu in tempo antico d'Abramo; e con modi magici li fanno venire al coito, che possan ben generare, inanzi a cavalli pinti o bovi o pecore; e non lasciano andar in campagna li stalloni con le giumente, ma li donano a tempo opportuno inanzi alle stalle di campagna. Osservano Sagittario in ascendente, con buono aspetto di Marte e Giove: per li bovi, Tauro, per le pecore, Ariete, secondo l'arte. Hanno poi mandre di galline sotto le Pleiadi e papare e anatre, guidate a pascere dalle donne con gusto loro presso alla città e li luochi, dove la sera son serrate a far il cascio e latticini, butiri e simili. Molto attendono a' caponi ed a' castrati ed al frutto, e ci è un libro di quest'arte detto la Bucolica.		
A163	Gran cosa, che le donne ed uomini sempre vanno in squadroni, né mai soli, e sempre all'obedienza del capo si trovano senza nullo disgusto; e ciò perché l'hanno come padre o frate maggiore.		
A164	ognuno desidera esser primo alla fatica per la docilità delli costumi e per esser poca e fruttuosa		
A165	A nullo fan torto; senza esser stimolati non combattono.		
A166	navigano per conoscer genti e paesi.		
A167	Dicono che il mondo averà da riducersi a vivere come essi fanno, però cercano sempre sapere se altri vivono meglio di loro.		
A168	Hanno anche gran secreti di fuochi artifiziali per le guerre marine e terrestri, e stratagemme, che mai non restan di vincere.		
A169	Essi dicono che prima bisogna mirar la vita del tutto e poi delle parti;		
A170	Segno d'ingegno grande,		
A171	Ogni nove luna ed ogni opposizione sua fanno Consiglio dopo il sacrifizio; e qui entrano tutti di venti anni in suso, e si dimanda ad ognuno che cosa manca alla città, e chi offiziale è buono e chi è tristo.		
